"Kod";"Nazwa";"Płeć";"Grupy osób";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2022";46289;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2023";46531;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2024";46625;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2025";56059;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"1998";100644;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"1999";130908;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2000";150084;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2001";175341;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2002";189643;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2003";190864;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2004";182692;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2005";168814;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2006";138866;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2007";103241;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2008";82520;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2009";105905;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2010";109964;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2011";108904;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2012";112521;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2013";111063;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2014";94465;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2015";79393;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2016";65842;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2017";52599;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2018";46002;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2019";41771;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2020";52018;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2021";43446;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2022";40144;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2023";39709;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2024";39675;"osoba";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"ogółem";"2025";44968;"osoba";"";
